company,company_id,company_size,country,country_iso3,bundle_id,industry,year,indicator,value,unit_of_measure,sub_code,id
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45990,Processed Foods,2023,Employees that returned to work after parental leabve,254,number_of_employees,401-3-c,18102331
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45990,Processed Foods,2023,Employees that were still employed 12 months after their return from parental leave,190,number_of_employees,401-3-d,18102434
Orkla ASA,4970,Large,Norway,NOR,20639,Processed Foods,2023,Employees anti-corruption training,5663,number_of_employees,205-2-e,19677871
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45990,Processed Foods,2023,Total weight of hazardous waste directed to disposal,47.2,Metric tons,306-5-b,18102647
China Yurun Food Group Limited,11401,Large,China,CHN,39288,Processed Foods,2023,Significant air emissions,6.18,Metric tons,305-7-a,20647231
Leroy Seafood Group ASA,8335,Large,Norway,NOR,33040,Processed Foods,2023,Employee breakdown by gender and region,6313,number_of_employees,2-7-a,10287953
NR Instant Produce PCL,70816,Large,Thailand,THA,46144,Processed Foods,2023,Gross location-based energy indirect (Scope 2) GHG emissions,1191,Metric tons of CO2-equivalent,305-2-a,18253625
Denis Asia Pacific Pte Ltd,100796,Medium,Singapore,SGP,52698,Processed Foods,2023,Employees anti-corruption training,1700,number_of_employees,205-2-e,20483719
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,Water withdrawal from all areas,26289000,m3,303-3-a,17622608
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,Total energy consumption outside of the organization,129059,GJ,302-2-a,17622921
Ebro Foods SA,8323,Large,Spain,ESP,59856,Processed Foods,2023,Gross other indirect (Scope 3) GHG emissions,7161104,Metric tons of CO2-equivalent,305-3-a,30806678
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,Water withdrawal from all areas with water stress,1246000,m3,303-3-b,17622643
Samyang Corp,6738,Large,"Korea, Rep.",KOR,37781,Processed Foods,2023,GHG emissions reduced as a direct result of reduction initiatives,31818,Metric tons of CO2-equivalent,305-5-a,14552182
Ebro Foods SA,8323,Large,Spain,ESP,59856,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,168777,Metric tons of CO2-equivalent,305-1-a,30806653
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,Employee breakdown by gender and region,2988,number_of_employees,2-7-a,17623385
NR Instant Produce PCL,70816,Large,Thailand,THA,46144,Processed Foods,2023,Gross market-based energy indirect (Scope 2) GHG emissions,4156,Metric tons of CO2-equivalent,305-2-b,18253624
Compound Natural Foods Inc,37732,Large,United States,USA,42982,Processed Foods,2023,Water consumption from all areas with water stress,16769374.27,m3,303-5-b,17616768
Denis Asia Pacific Pte Ltd,100796,Medium,Singapore,SGP,52698,Processed Foods,2023,GHG emissions reduced as a direct result of reduction initiatives,700,Metric tons of CO2-equivalent,305-5-a,23699278
De Graaf Bakeries,100787,Medium,Netherlands,NLD,52687,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,194,Metric tons,301-1-a,29810490
CSM Ingredients group,100740,Large,Luxembourg,LUX,52631,Processed Foods,2023,Total weight of hazardous waste diverted from disposal,2802,Metric tons,306-4-b,28551970
CSM Ingredients group,100740,Large,Luxembourg,LUX,52631,Processed Foods,2023,Water consumption from all areas with water stress,74935.5,m3,303-5-b,28551987
CSM Ingredients group,100740,Large,Luxembourg,LUX,52631,Processed Foods,2023,Water consumption from all areas,74935.5,m3,303-5-a,28551969
CSM Ingredients group,100740,Large,Luxembourg,LUX,52631,Processed Foods,2023,Gross market-based energy indirect (Scope 2) GHG emissions,4263,Metric tons of CO2-equivalent,305-2-b,28551971
CSM Ingredients group,100740,Large,Luxembourg,LUX,52631,Processed Foods,2023,Total weight of waste diverted from disposal,3814,Metric tons,306-4-a,28551951
CSM Ingredients group,100740,Large,Luxembourg,LUX,52631,Processed Foods,2023,Total weight of waste generated,3814,Metric tons,306-3-a,28552024
Mutti S.p.A.,101881,Medium,Italy,ITA,59453,Processed Foods,2023,Water withdrawal from all areas with water stress,160000,m3,303-3-b,26904987
NR Instant Produce PCL,70816,Large,Thailand,THA,46144,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,1191,Metric tons of CO2-equivalent,305-1-a,18253614
DelMonte,4106,Large,United States,USA,28491,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,45659.24,Metric tons,301-1-a,29178506
CSM Ingredients group,100740,Large,Luxembourg,LUX,52631,Processed Foods,2023,Total energy consumption within the organization,92505.6,GJ,302-1-e,28551954
CSM Ingredients group,100740,Large,Luxembourg,LUX,52631,Processed Foods,2023,Total weight of waste directed to disposal,3814,Metric tons,306-5-a,28551964
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Total weight of waste diverted from disposal,398304,Metric tons,306-4-a,22341026
CSM Ingredients group,100740,Large,Luxembourg,LUX,52631,Processed Foods,2023,Total weight of hazardous waste directed to disposal,1012,Metric tons,306-5-b,28551988
CSM Ingredients group,100740,Large,Luxembourg,LUX,52631,Processed Foods,2023,Total weight of non-hazardous waste directed to disposal,1012,Metric tons,306-5-c,28551990
Biscuit International,100372,Medium,France,FRA,52202,Processed Foods,2023,"Total electricity, heating, cooling and steam consumption",1027000,GJ,302-1-c,22681784
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Total weight of hazardous waste diverted from disposal,398304,Metric tons,306-4-b,22340773
Patties Foods Pty Ltd,73411,Large,Australia,AUS,46378,Processed Foods,2023,Suppliers with negative social impacts,40,number_of_suppliers,414-2-b,30257510
Compound Natural Foods Inc,37732,Large,United States,USA,42982,Processed Foods,2023,Water consumption from all areas,16769374.27,m3,303-5-a,17616754
Biscuit International,100372,Medium,France,FRA,52202,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,50000,Metric tons of CO2-equivalent,305-1-a,22681793
Biscuit International,100372,Medium,France,FRA,52202,Processed Foods,2023,Gross location-based energy indirect (Scope 2) GHG emissions,30000,Metric tons of CO2-equivalent,305-2-a,22681799
Compound Natural Foods Inc,37732,Large,United States,USA,42982,Processed Foods,2023,Water withdrawal breakdown by sources,16769374.27,m3,303-3-c,17616751
Mutti S.p.A.,101881,Medium,Italy,ITA,59453,Processed Foods,2023,"Total electricity, heating, cooling and steam consumption",785153,GJ,302-1-c,26905162
Biscuit International,100372,Medium,France,FRA,52202,Processed Foods,2023,Gross market-based energy indirect (Scope 2) GHG emissions,30000,Metric tons of CO2-equivalent,305-2-b,22681796
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Water discharge to all areas,16193000,m3,303-4-a,22340273
Compound Natural Foods Inc,37732,Large,United States,USA,42982,Processed Foods,2023,Gross location-based energy indirect (Scope 2) GHG emissions,286,Metric tons of CO2-equivalent,305-2-a,17616775
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Water withdrawal from all areas,330813,m3,303-3-a,19071450
Compound Natural Foods Inc,37732,Large,United States,USA,42982,Processed Foods,2023,Total weight of hazardous waste diverted from disposal,505,Metric tons,306-4-b,17616772
Ebro Foods SA,8323,Large,Spain,ESP,59856,Processed Foods,2023,Water withdrawal from all areas with water stress,4345,m3,303-3-b,30806709
Compound Natural Foods Inc,37732,Large,United States,USA,42982,Processed Foods,2023,Water withdrawal from all areas,16769374.27,m3,303-3-a,17616764
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Total weight of waste directed to disposal,529,Metric tons,306-5-a,19071486
Associated British Foods PLC,2484,Large,United Kingdom,GBR,18282,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,0,Metric tons of CO2-equivalent,305-1-a,3322555
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,43021,Processed Foods,2023,Total energy consumption within the organization,8856,GJ,302-1-e,16609480
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Total energy consumption within the organization,38001,GJ,302-1-e,19071388
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Total weight of non-hazardous waste directed to disposal,529,Metric tons,306-5-c,19071584
Samyang Corp,6738,Large,"Korea, Rep.",KOR,37781,Processed Foods,2023,Reductions in energy consumption achieved through conservation and efficiency measures,1436.4,GJ,302-4-a,14551982
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Total weight of non-hazardous waste diverted from disposal,529,Metric tons,306-4-c,19071831
BAKER & BAKER Germany GmbH,100279,Medium,Germany,DEU,60476,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,73,Metric tons,301-1-a,31051668
Nestle India Ltd,13761,Large,India,IND,39896,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,3080000,Metric tons of CO2-equivalent,305-1-a,15501017
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Significant air emissions,1509,Metric tons,305-7-a,20574712
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,2101.03,Metric tons,301-1-a,30034246
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Total fuel consumption from non-renewable sources,857,GJ,302-1-a,19071370
Hershey Co,6952,Large,United States,USA,32800,Processed Foods,2023,Suppliers with negative environmental impacts,628,number_of_suppliers,308-2-b,29471514
Valsoia SpA,7424,Medium,Italy,ITA,57922,Processed Foods,2023,Employees that took parental leave,13,number_of_employees,401-3-b,26678725
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,59811,Processed Foods,2023,Total energy consumption outside of the organization,4573000,GJ,302-2-a,30748642
Orkla ASA,4970,Large,Norway,NOR,20639,Processed Foods,2023,Number of suppliers assessed for environmental impacts,109,number_of_suppliers,308-2-a,28667708
Hershey Co,6952,Large,United States,USA,32800,Processed Foods,2023,Number of suppliers assessed for social impacts,316,number_of_suppliers,414-2-a,29471395
Convenience Foods Lanka PLC,38192,Large,Sri Lanka,LKA,43021,Processed Foods,2023,Total fuel consumption from renewable sources,0,GJ,302-1-b,16609481
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Workers covered by health and safety management system,225,number_of_employees,403-8-a,20433332
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,"Total electricity, heating, cooling and steam consumption",38001,GJ,302-1-c,19071521
McCormick & Company Incorporated,4934,Large,United States,USA,32585,Processed Foods,2023,Gross market-based energy indirect (Scope 2) GHG emissions,53824,Metric tons of CO2-equivalent,305-2-b,11008293
Samyang Corp,6738,Large,"Korea, Rep.",KOR,37781,Processed Foods,2023,Reductions in energy requirements of sold products and services,1436.4,GJ,302-5-a,14551983
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Total weight of waste diverted from disposal,529,Metric tons,306-4-a,19071565
Valsoia SpA,7424,Medium,Italy,ITA,57922,Processed Foods,2023,Total weight of waste directed to disposal,410,Metric tons,306-5-a,26678583
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Water consumption from all areas,3398000,m3,303-5-a,22339983
McCormick & Company Incorporated,4934,Large,United States,USA,32585,Processed Foods,2023,Scope 1 biogenic CO2 emissions,12865,Metric tons of CO2-equivalent,305-1-c,11008185
JK Sugar Ltd,58595,Large,India,IND,44918,Processed Foods,2023,Gross location-based energy indirect (Scope 2) GHG emissions,6644,Metric tons of CO2-equivalent,305-2-a,17362427
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Breakdown of water discharge by sources,16193000,m3,303-4-b,22340019
Associated British Foods PLC,2484,Large,United Kingdom,GBR,18282,Processed Foods,2023,Water withdrawal breakdown by sources,796000000,m3,303-3-c,3322514
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Water withdrawal breakdown by sources,330813,m3,303-3-c,19071454
McCormick & Company Incorporated,4934,Large,United States,USA,32585,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,37889,Metric tons of CO2-equivalent,305-1-a,11008184
McCormick & Company Incorporated,4934,Large,United States,USA,32585,Processed Foods,2023,Total fuel consumption from renewable sources,55317.6,GJ,302-1-b,11008070
McCormick & Company Incorporated,4934,Large,United States,USA,32585,Processed Foods,2023,Total weight of hazardous waste directed to disposal,2229,Metric tons,306-5-b,11008277
McCormick & Company Incorporated,4934,Large,United States,USA,32585,Processed Foods,2023,Total energy consumption within the organization,52081.2,GJ,302-1-e,11008142
Baby Food Factory (BFF),100271,Medium,Serbia,SRB,52068,Processed Foods,2023,Water discharge to all areas,25772,m3,303-4-a,19071493
Dongwon Industries Co Ltd,6726,Large,"Korea, Rep.",KOR,59811,Processed Foods,2023,Water withdrawal from all areas,1084097,m3,303-3-a,30748483
Penguen Gida Sanayii AS,73687,Large,Turkiye,TUR,46410,Processed Foods,2023,Significant air emissions,1.65,Metric tons,305-7-a,20672012
Valsoia SpA,7424,Medium,Italy,ITA,57922,Processed Foods,2023,Total fuel consumption from renewable sources,344.66,GJ,302-1-b,26678422
GEA Group Aktiengesellschaft,4243,Large,Germany,DEU,28535,Processed Foods,2023,Total weight of waste generated,13437,Metric tons,306-3-a,10020509
Penguen Gida Sanayii AS,73687,Large,Turkiye,TUR,46410,Processed Foods,2023,Gross location-based energy indirect (Scope 2) GHG emissions,5527,Metric tons of CO2-equivalent,305-2-a,18583395
Penguen Gida Sanayii AS,73687,Large,Turkiye,TUR,46410,Processed Foods,2023,Gross market-based energy indirect (Scope 2) GHG emissions,5527,Metric tons of CO2-equivalent,305-2-b,18583399
Penguen Gida Sanayii AS,73687,Large,Turkiye,TUR,46410,Processed Foods,2023,Water withdrawal breakdown by sources,991429,m3,303-3-c,18583352
Penguen Gida Sanayii AS,73687,Large,Turkiye,TUR,46410,Processed Foods,2023,Water discharge to all areas,466225,m3,303-4-a,18583356
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Total weight of hazardous waste directed to disposal,30117,Metric tons,306-5-b,22340552
Orkla ASA,4970,Large,Norway,NOR,20639,Processed Foods,2023,"Identified leaks, thefts or losses of customer data",3,number_of_incidents,418-1-b,28667717
GEA Group Aktiengesellschaft,4243,Large,Germany,DEU,28535,Processed Foods,2023,Employee breakdown by gender and region,18236,number_of_employees,2-7-a,10020638
Grupo Arcor SA,5546,Large,Argentina,ARG,37090,Processed Foods,2023,Scope 1 biogenic CO2 emissions,194182,Metric tons of CO2-equivalent,305-1-c,14698628
Penguen Gida Sanayii AS,73687,Large,Turkiye,TUR,46410,Processed Foods,2023,Water withdrawal from all areas with water stress,525204,m3,303-3-b,18583386
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Total fuel consumption from non-renewable sources,16972639.2,GJ,302-1-a,22339976
Bakkafrost P/F,3875,Large,Faroe Islands,FRO,32254,Processed Foods,2023,Total weight of non-hazardous waste diverted from disposal,16727.8,Metric tons,306-4-c,11441651
Bakkafrost P/F,3875,Large,Faroe Islands,FRO,32254,Processed Foods,2023,Total weight of hazardous waste diverted from disposal,16727.8,Metric tons,306-4-b,11442042
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,"Total electricity, heating, cooling and steam consumption",11646280.8,GJ,302-1-c,22340539
Zhongxin Fruit and Juice Ltd,11364,Small,Singapore,SGP,39277,Processed Foods,2023,Water discharge to all areas,101427,m3,303-4-a,14463088
GEA Group Aktiengesellschaft,4243,Large,Germany,DEU,28536,Processed Foods,2023,Total weight of hazardous waste directed to disposal,1705,Metric tons,306-5-b,9804551
GEA Group Aktiengesellschaft,4243,Large,Germany,DEU,28536,Processed Foods,2023,New employee hires,2133,number_of_employees,401-1-a,29299583
